,term,score
0,maid,0.48255949310542434
1,garden,0.46240911862580986
2,bassett,0.13697954272587837
3,richelieu,0.13697954272587837
4,come,0.13579991017652546
5,talk,0.12953444573357367
6,plotting,0.12912071680521628
7,platonic,0.12912071680521628
8,emit,0.12912071680521628
9,impassion,0.11921976707437128
10,enter,0.11861682157225574
11,sot,0.11568596515707888
12,leap,0.11269817820799576
13,earthly,0.11011003942960362
14,cardinal,0.1022512135089415
15,behave,0.1022512135089415
16,prance,0.1022512135089415
17,eminence,0.1022512135089415
18,austria,0.09792618950557178
19,duel,0.09792618950557178
